movieid,isEnglish,country,runningtime,title,year
2385207,T,USA,1,Surf Nazis Must Die (1987),1987
2385744,T,USA,3,Surviving Picasso (1996),1996
2385772,T,USA,2,Surviving the Game (1994),1994
2386139,T,USA,2,Suspicion (1941),1941
2386293,T,USA,2,Suture (1993),1993
2387087,T,USA,1,Swamp Thing (1982),1982
2387903,T,USA,1,Sweet Nothing (1995),1995
2388125,T,USA,1,Sweet and Lowdown (1999),1999
2388316,T,UK,3,Swept from the Sea (1997),1997
2388445,T,USA,2,Swimming with Sharks (1994),1994
2388540,T,USA,3,Swing Kids (1993),1993
2388613,T,USA,2,Swingers (1996),1996
2388702,T,USA,3,Swiss Family Robinson (1960),1960
2388790,T,USA,3,Switchback (1997),1997
2388990,T,USA,2,Sydney (1996),1996
2389414,T,USA,1,Synthetic Pleasures (1995),1995
2390303,F,other,2,Søndagsengler (1996),1996
2390631,T,USA,1,T-Men (1947),1947
2390996,T,USA,2,TRON (1982),1982
2391515,F,other,1,Ta'm e guilass (1997),1997
2392001,F,UK,2,Taffin (1988),1988
2392533,T,USA,2,Tainted (1998),1998
2393241,T,USA,1,Take the Money and Run (1969),1969
2393853,T,USA,1,Tales from the Crypt: Demon Knight (1995),1995
2393856,T,USA,1,Tales from the Darkside: The Movie (1990),1990
2393876,T,USA,2,Tales from the Hood (1995),1995
2393957,T,USA,1,Tales of Terror (1962),1962
2394155,T,USA,2,Talk of Angels (1998),1998
2394206,T,USA,1,Talking About Sex (1994),1994
2394293,T,USA,2,Tall Tale (1995),1995
2394728,F,other,3,Tampopo (1985),1985
2395044,F,other,3,Tango (1998),1998
2395255,T,USA,2,Tank Girl (1995),1995
2395942,T,USA,2,Tarantella (1995),1995
2395953,T,USA,1,Tarantula (1955),1955
2396028,F,other,3,Target (1995),1995
2396330,T,USA,1,Tarzan (1999),1999
2396366,T,USA,1,Tarzan and the Lost City (1998),1998
2396390,T,USA,3,Tarzan the Fearless (1933),1933
2397128,T,USA,3,Taxi Driver (1976),1976
2397272,T,other,2,Taxman (1999/I),1999
2397663,T,other,3,Tea with Mussolini (1999),1999
2397781,T,USA,2,Teaching Mrs. Tingle (1999),1999
2398900,T,USA,1,Teenage Mutant Ninja Turtles (1990),1990
2398907,T,USA,1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991
2398908,T,USA,2,Teenage Mutant Ninja Turtles III (1993),1993
2400037,T,USA,2,Telling Lies in America (1997),1997
2400056,T,USA,1,Telling You (1998),1998
2400921,T,USA,2,Tender Mercies (1983),1983
2401353,F,France,1,Tenue de soirée (1986),1986
2401441,T,USA,3,Tequila Sunrise (1988),1988
2401724,T,USA,2,Terminal Velocity (1994),1994
2401750,T,USA,3,Terminator 2: Judgment Day (1991),1991
2401814,T,USA,3,Terms of Endearment (1983),1983
2402234,T,USA,1,Terror in a Texas Town (1958),1958
2402490,T,USA,3,Tess of the Storm Country (1922),1922
2402836,F,other,1,Tetsuo II: Body Hammer (1992),1992
2402907,T,USA,2,Tex (1982),1982
2403659,T,USA,3,That Darn Cat! (1965),1965
2403807,T,USA,2,That Old Feeling (1997),1997
2403883,T,USA,3,That Thing You Do! (1996),1996
2404002,T,USA,2,That's Life! (1986),1986
2404248,T,USA,2,The 'Burbs (1989),1989
2404464,T,USA,2,The 13th Warrior (1999),1999
2404844,T,USA,1,The 24 Hour Woman (1999),1999
2405097,T,UK,1,The 39 Steps (1935),1935
2405559,T,USA,1,The 7th Voyage of Sinbad (1958),1958
2405780,T,UK,1,The Abominable Snowman (1957),1957
2405818,T,USA,1,The AbsentMinded Professor (1961),1961
2405835,T,USA,3,The Abyss (1989),1989
2405972,T,UK,3,The Acid House (1998),1998
2406080,T,USA,2,The Addams Family (1991),1991
2406092,T,USA,1,The Addiction (1995),1995
2406259,T,USA,2,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),1984
2406308,T,USA,1,The Adventures of Elmo in Grouchland (1999),1999
2406458,F,UK,2,The Adventures of Pinocchio (1996),1996
2406464,T,other,2,"The Adventures of Priscilla, Queen of the Desert (1994)",1994
2406475,T,USA,2,The Adventures of Robin Hood (1938),1938
2406479,T,USA,1,The Adventures of Rocky & Bullwinkle (2000),2000
2406492,T,USA,2,The Adventures of Sebastian Cole (1998),1998
2406749,T,UK,2,The African Queen (1951),1951
2406808,T,USA,3,The Age of Innocence (1993),1993
2406910,T,USA,2,The Air Up There (1994),1994
2407102,T,USA,1,The Alley Cats (1966),1966
2407115,T,USA,2,The Allnighter (1987),1987
2407308,T,USA,1,The Amazing Panda Adventure (1995),1995
2407502,T,USA,3,The American President (1995),1995
2407577,T,USA,3,The Amityville Horror (1979),1979
2408078,T,USA,3,The Apartment (1960),1960
2408096,T,USA,1,The Ape (1940),1940
2408133,T,USA,3,The Apostle (1997),1997
2408166,T,USA,2,The Apple Dumpling Gang (1975),1975
2408167,T,USA,1,The Apple Dumpling Gang Rides Again (1979),1979
2408389,T,USA,1,The AristoCats (1970),1970
2408482,T,USA,3,The Arrival (1996),1996
2408762,T,USA,3,The Art of War (2000),2000
2408977,T,USA,3,The Asphalt Jungle (1950),1950
2409051,T,other,3,The Assignment (1997),1997
2409070,T,USA,3,The Associate (1996),1996
2409105,T,USA,2,The Astronaut's Wife (1999),1999
2409402,T,USA,1,The Avengers (1998),1998
2409655,T,USA,1,The Baby (1973),1973
2409708,T,USA,1,The Baby-Sitters Club (1995),1995
2409717,T,USA,1,The Babysitter (1995),1995
2409764,T,USA,2,The Bachelor (1999),1999
2409949,T,USA,3,The Bad Seed (1956),1956
2410182,T,USA,3,The Ballad of Ramblin' Jack (2000),2000
2410273,T,USA,3,The Band Wagon (1953),1953
2410338,T,USA,1,The Bank Dick (1940),1940
2410484,T,USA,2,The Barefoot Executive (1971),1971
2410667,T,USA,2,The Basketball Diaries (1995),1995
2410686,T,USA,1,The Bat (1959),1959
2410691,T,USA,1,The Bat Whispers (1930),1930
2410916,T,UK,1,The Battle of the Sexes (1959),1959
2410977,T,other,1,The Beach (1996),1996
2411034,T,USA,2,"The Beans of Egypt, Maine (1994)",1994
2411035,T,USA,0,The Bear (1916),1916
2411215,T,USA,2,The Beautician and the Beast (1997),1997
2411361,T,USA,3,The Bedroom Window (1987),1987
2411492,T,USA,3,The Believers (1987),1987
2411558,T,USA,1,The Bells (1926),1926
2411762,T,USA,3,The Best Man (1999),1999
2411839,T,USA,3,The Best Years of Our Lives (1946),1946
2412295,T,USA,1,The Beverly Hillbillies (1993),1993
2412397,T,USA,1,The Big Bang Theory (2007),2007
2412502,T,USA,2,The Big Chill (1983),1983
2412514,T,USA,1,The Big Combo (1955),1955
2412518,T,USA,3,The Big Country (1958),1958
2412620,T,USA,2,The Big Green (1995),1995
2412638,T,USA,1,The Big Hit (1998),1998
2412676,T,USA,1,The Big Kahuna (1999),1999
2412686,T,USA,3,The Big Lebowski (1998),1998
2412740,T,USA,1,The Big One (1997),1997
2412859,T,USA,3,The Big Sleep (1946),1946
2412879,T,USA,2,The Big Squeeze (1996),1996
2412918,T,UK,1,The Big Tease (1999),1999
2412945,T,USA,1,The Big Trees (1952),1952
2413158,T,USA,3,The Birdcage (1996),1996
2413168,T,USA,3,The Birds (1963),1963
2413457,T,USA,1,The Black Cauldron (1985),1985
2413536,T,USA,2,The Black Hole (1979),1979
2413799,T,USA,1,The Blair Witch Project (1999),1999
2413948,T,USA,1,The Blob (1958),1958
2414050,T,USA,1,The Bloody Child (1996),1996
2414153,T,USA,2,The Blue Lagoon (1980),1980
2414225,T,USA,3,The Blues Brothers (1980),1980
2414400,T,USA,1,The Body Snatcher (1945),1945
2414419,T,USA,3,The Bodyguard (1992),1992
2414571,T,USA,3,The Bone Collector (1999),1999
2414595,T,USA,3,The Bonfire of the Vanities (1990),1990
2414767,T,other,2,The Boondock Saints (1999),1999
2414877,T,UK,1,The Borrowers (1997),1997
2415240,T,USA,3,The Boy Who Could Fly (1986),1986
2415387,T,USA,0,The Boys (1961),1961
2415427,T,UK,3,The Boys from Brazil (1978),1978
2415482,T,USA,1,The Brady Bunch Movie (1995),1995
2415512,T,USA,1,The Brain That Wouldn't Die (1962),1962
2415560,T,USA,1,The Brandon Teena Story (1998),1998
2415703,T,USA,2,The Breakfast Club (1985),1985
2415723,T,USA,1,The Breaks (1999),1999
2415946,T,USA,3,The Bridge at Remagen (1969),1969
2415964,T,UK,3,The Bridge on the River Kwai (1957),1957
2415971,T,USA,3,The Bridges of Madison County (1995),1995
2416139,T,USA,2,The Broadway Melody (1929),1929
2416189,T,USA,1,The Broken Hearts Club (2009),2009
2416319,T,USA,2,The Brother from Another Planet (1984),1984
2416380,T,USA,2,The Brothers McMullen (1995),1995
2416410,T,UK,2,The Browning Version (1994),1994
2416504,T,USA,3,The Buddy Holly Story (1978),1978
2416982,T,USA,1,The Butcher Boy (1917),1917
2417002,T,USA,2,The Butcher's Wife (1991),1991
2417211,F,France,3,The Cabinet of Dr. Ramirez (1991),1991
2417216,T,USA,2,The Cable Guy (1996),1996
2417640,T,USA,3,The Candidate (1972),1972
2418230,T,USA,1,The Castaway Cowboy (1974),1974
2418253,T,other,1,The Castle (1997),1997
2418326,T,USA,2,The Cat from Outer Space (1978),1978
2418525,T,USA,2,The Cell (2000),2000
2418557,T,France,2,The Celluloid Closet (1995),1995
2418562,T,France,2,The Cement Garden (1993),1993
2418704,T,USA,3,The Chamber (1996),1996
2418726,T,USA,3,The Champ (1979),1979
2419706,T,USA,3,The Cider House Rules (1999),1999
2419797,F,USA,1,The Circus (1928),1928
2419835,T,USA,0,The City (1911),1911
2419930,T,UK,1,The City of the Dead (1960),1960
2419964,T,USA,2,The Clan of the Cave Bear (1986),1986
2420111,T,USA,3,The Client (1994),1994
2420229,T,UK,1,The Closer You Get (2000),2000
2420761,T,USA,3,The Color Purple (1985),1985
2420795,T,USA,3,The Color of Money (1986),1986
2421052,T,other,3,The Commitments (1991),1991
2421210,T,USA,1,The Computer Wore Tennis Shoes (1969),1969
2421254,T,USA,3,The Concorde... Airport '79 (1979),1979
2421550,T,USA,3,The Contender (2000),2000
2421643,T,USA,3,The Conversation (1974),1974
2421720,T,UK,3,"The Cook, the Thief, His Wife & Her Lover (1989)",1989
2421914,T,USA,3,The Corruptor (1999),1999
2422396,T,USA,2,The Cowboy Way (1994),1994
2422513,T,USA,2,The Craft (1996),1996
2422712,T,USA,1,The Crew (2000),2000
2422818,T,USA,2,The Crimson Pirate (1952),1952
2422979,T,USA,3,The Crossing Guard (1995),1995
2422996,T,USA,2,The Crow (1994),1994
2423002,T,USA,1,The Crow: City of Angels (1996),1996
2423004,T,other,2,The Crow: Salvation (2000),2000
2423044,T,USA,3,The Crucible (1996),1996
2423061,T,USA,1,The Crude Oasis (1995),1995
2423072,T,USA,1,The Cruise (1998),1998
2423104,T,USA,1,The Crush (1993),1993
2423139,T,UK,3,The Crying Game (1992),1992
2423315,T,USA,2,The Cure (1995),1995
2423437,T,UK,1,The Curse of Frankenstein (1957),1957
2423557,T,USA,2,The Cutting Edge (1992),1992
2424023,T,USA,1,The Dark Crystal (1982),1982
2424038,T,USA,3,The Dark Half (1993),1993
2424563,T,USA,1,The Day the Earth Stood Still (1951),1951
2424628,T,other,1,The Daytrippers (1996),1996
2424777,T,USA,2,The Dead Zone (1983),1983
2425159,T,USA,2,The Decline of Western Civilization (1981),1981
2425160,T,USA,1,The Decline of Western Civilization Part II: The Metal Years (1988),1988
2425205,T,USA,2,The Deep End of the Ocean (1999),1999
2425222,T,UK,3,The Deer Hunter (1978),1978
2425640,T,UK,1,The Designated Mourner (1997),1997
2425835,T,UK,2,The Devil Rides Out (1968),1968
2425880,T,USA,2,The Devil and Max Devlin (1981),1981
2425936,T,USA,3,The Devil's Advocate (1997),1997
2425966,T,USA,3,The Devil's Brigade (1968),1968
2426074,T,USA,2,The Devil's Own (1997),1997
2426553,T,UK,3,The Dirty Dozen (1967),1967
2426757,T,USA,3,The Distinguished Gentleman (1992),1992
2427282,T,USA,1,The Doom Generation (1995),1995
2427355,T,USA,3,The Doors (1991),1991
2427591,T,UK,2,The Draughtsman's Contract (1982),1982
2428475,T,USA,3,The Edge (1997),1997
2428555,T,other,3,The Education of Little Tree (1997),1997
2428578,T,USA,2,The Effect of Gamma Rays on Man-in-the-Moon Marigolds (1972),1972
2428775,T,USA,3,The Elephant Man (1980),1980
2428934,T,UK,3,The Emerald Forest (1985),1985
2429043,T,USA,3,The Empty Mirror (1996),1996
2429253,T,France,3,The End of Violence (1997),1997
2429270,T,UK,2,The End of the Affair (1955),1955
2429271,T,UK,2,The End of the Affair (1999),1999
2429381,T,USA,1,The Endless Summer (1966),1966
2429382,T,USA,2,The Endless Summer 2 (1994),1994
2429495,T,USA,3,The English Patient (1996),1996
2429506,T,UK,2,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),1995
2429962,T,USA,3,The Evening Star (1996),1996
2430234,T,USA,3,The Exorcist (1973),1973
2430236,T,USA,3,The Exorcist III (1990),1990
2430482,T,UK,1,The Eyes of Tammy Faye (2000),2000
2430658,T,USA,3,The Fabulous Baker Boys (1989),1989
2430810,T,USA,2,The Faculty (1998),1998
2430959,T,UK,3,The Falcon and the Snowman (1985),1985
2431294,T,USA,3,The Fan (1996),1996
2431451,T,UK,3,The Farmer's Wife (1928),1928
2431691,T,USA,2,The Favor (1994),1994
2431715,T,USA,2,The Fear (1995),1995
2432016,T,USA,2,The Fiendish Plot of Dr. Fu Manchu (1980),1980
2432049,T,France,3,The Fifth Element (1997),1997
2432285,T,USA,2,The Fighting Seabees (1944),1944
2432392,T,UK,2,The Filth and the Fury (2000),2000
2432424,T,UK,2,The Final Conflict (1981),1981
2432757,T,USA,3,The Firm (1993),1993
2433039,T,USA,2,The First Wives Club (1996),1996
2433086,T,USA,3,The Fisher King (1991),1991
2433193,F,other,2,The Five Senses (1999),1999
2433314,T,USA,2,The Flamingo Kid (1984),1984
2433445,T,USA,1,The Flintstones (1994),1994
2433450,T,USA,1,The Flintstones in Viva Rock Vegas (2000),2000
2433612,T,USA,1,The Fly (1958),1958
2433613,T,USA,2,The Fly (1986),1986
2433626,T,USA,2,The Fly II (1989),1989
2433700,T,USA,1,The Flying Saucer (1950),1950
2433734,T,USA,1,The Fog (1980),1980
2434036,T,USA,1,The Forgotten (1973),1973
2434412,T,USA,1,The Fox and the Hound (1981),1981
2434561,T,USA,2,The French Connection (1971),1971
2434664,T,other,3,The Frighteners (1996),1996
2434795,T,USA,3,The Fugitive (1993),1993
2434818,T,UK,1,The Full Monty (1997),1997
2434846,T,USA,2,The Funeral (1996),1996
2434873,T,USA,2,The Funhouse (1981),1981
2434963,T,USA,3,The Fury (1978),1978
2435197,T,USA,3,The Game (1997),1997
2435394,T,USA,2,The Garbage Pail Kids Movie (1987),1987
2435509,T,other,1,The Gate (1987),1987
2435520,T,USA,1,The Gate II: Trespassers (1990),1990
2435620,T,USA,2,The Gay Deceivers (1969),1969
2435625,T,USA,2,The Gay Divorcee (1934),1934
2435692,T,USA,0,The General (1917),1917
2435697,T,UK,3,The General (1998),1998
2435713,T,other,3,The General's Daughter (1999),1999
2435881,T,USA,3,The Getaway (1994),1994
2435972,T,USA,2,The Ghost and Mrs. Muir (1947),1947
2435974,T,USA,2,The Ghost and the Darkness (1996),1996
2435997,T,USA,1,The Ghost of Frankenstein (1942),1942
2436084,T,USA,1,The Giant Gila Monster (1959),1959
2436288,T,USA,3,The Gingerbread Man (1998),1998
2437007,T,USA,3,The Glass Bottom Boat (1966),1966
2437039,T,France,2,The Glass Shield (1994),1994
2437062,T,USA,1,The Glimmer Man (1996),1996
2437170,T,USA,1,The Gnome-Mobile (1967),1967
2437277,T,USA,3,The Godfather (1972),1972
2437299,T,USA,3,The Godfather: Part II (1974),1974
2437300,T,USA,3,The Godfather: Part III (1990),1990
2437320,T,other,2,The Gods Must Be Crazy (1980),1980
2437321,F,other,2,The Gods Must Be Crazy II (1989),1989
2437383,T,USA,1,The Gold Rush (1925),1925
2437434,T,USA,3,The Golden Bowl (2000),2000
2437452,T,USA,1,The Golden Child (1986),1986
2437630,T,USA,2,The Golden Voyage of Sinbad (1973),1973
2437728,T,USA,3,The Good Earth (1937),1937
2437803,T,USA,2,The Good Mother (1988),1988
2437961,T,USA,3,The Goodbye Girl (1977),1977
2437988,T,USA,3,The Goonies (1985),1985
2438101,T,UK,3,The Governess (1998),1998
2438147,T,USA,2,The Graduate (1967),1967
2438272,T,USA,3,The Grapes of Wrath (1940),1940
2438279,T,USA,2,The Grass Harp (1995),1995
2438541,T,USA,3,The Great Dictator (1940),1940
2438568,T,USA,3,The Great Escape (1963),1963
2438716,T,USA,1,The Great Locomotive Chase (1956),1956
2438760,T,USA,1,The Great Mouse Detective (1986),1986
2438765,T,UK,1,The Great Muppet Caper (1981),1981
2438827,T,USA,3,The Great Race (1965),1965
2438866,T,USA,3,The Great Santini (1979),1979
2438986,T,USA,1,The Great White Hype (1996),1996
2439001,T,USA,3,The Great Ziegfeld (1936),1936
2439154,T,USA,3,The Greatest Show on Earth (1952),1952
2439306,T,USA,3,The Green Mile (1999),1999
2439451,T,USA,3,The Grifters (1990),1990
2439616,T,USA,2,The Guardian (1990),1990
2439860,T,UK,3,The Guns of Navarone (1961),1961
2440155,T,USA,3,The Hand That Rocks the Cradle (1992),1992
2440247,T,UK,1,The Hanging Garden (1997),1997
2440300,T,USA,3,The Happiest Millionaire (1967),1967
2440730,T,USA,3,The Haunted World of Edward D. Wood Jr. (1995),1995
2440732,T,UK,3,The Haunting (1963),1963
2440733,T,USA,3,The Haunting (1999),1999
2441467,T,USA,3,The Hi-Lo Country (1998),1998
2441476,T,USA,2,The Hidden (1987),1987
2441559,T,USA,1,The Hideous Sun Demon (1959),1959
2441791,T,USA,1,The Hippie Revolution (1996),1996
2441957,T,USA,1,The Hitch-Hiker (1953),1953
2442181,T,USA,1,The Hollywood Knights (1980),1980
2442666,T,USA,3,The Horse Whisperer (1998),1998
2442759,T,USA,3,The Hot Spot (1990),1990
2442836,T,France,3,The Hour of the Pig (1993),1993
2443071,T,USA,1,The House of Yes (1997),1997
2443099,T,other,3,The House of the Spirits (1993),1993
2443201,T,USA,1,The Howling (1981),1981
2443214,T,UK,3,The Hudsucker Proxy (1994),1994
2443380,T,USA,1,The Hunchback of Notre Dame (1996),1996
2443403,T,UK,2,The Hunger (1983),1983
2443509,T,USA,3,The Hunt for Red October (1990),1990
2443522,T,USA,3,The Hunted (1995),1995
2443624,T,USA,3,The Hurricane (1999),1999
2443655,T,USA,3,The Hustler (1961),1961
2443779,T,USA,3,The Ice Storm (1997),1997
2443864,T,USA,3,The Idolmaker (1980),1980
2444103,T,USA,2,The Impostors (1998),1998
2444128,T,USA,2,The In Crowd (2000),2000
2444223,T,other,1,The Incredible Journey (1963),1963
2444273,T,USA,1,The Incredibly True Adventure of Two Girls in Love (1995),1995
2444351,T,USA,2,The Indian in the Cupboard (1995),1995
2444539,T,USA,3,The Inkwell (1994),1994
2444638,T,UK,3,The Innocent Sleep (1996),1996
2444642,T,USA,2,The Innocents (1961),1961
2444704,T,USA,3,The Insider (1999),1999
2444722,T,USA,2,The Inspector General (1949),1949
2445189,T,USA,1,The Invisible Man (1933),1933
2445248,T,UK,2,The Ipcress File (1965),1965
2445287,T,USA,1,The Iron Giant (1999),1999
2445390,T,USA,2,The Island of Dr. Moreau (1996),1996
2445527,T,USA,3,The Jackal (1997),1997
2445594,T,USA,1,The James Dean Story (1957),1957
2445757,T,USA,1,The Jerk (1979),1979
2445763,T,USA,1,The Jerky Boys (1995),1995
2445832,T,USA,2,The Jewel of the Nile (1985),1985
2445853,T,USA,1,The Jezebels (1975),1975
2446143,T,USA,1,The Journey of August King (1995),1995
2446151,T,USA,2,The Journey of Natty Gann (1985),1985
2446203,T,USA,3,The Joy Luck Club (1993),1993
2446248,T,USA,0,The Joyriders (1999),1999
2446368,T,USA,1,The Jungle Book (1967),1967
2446369,T,USA,3,The Jungle Book (1994),1994
2446421,T,USA,3,The Juror (1996),1996
2446494,T,USA,3,The Karate Kid (1984),1984
2446501,T,USA,3,"The Karate Kid, Part II (1986)",1986
2446644,T,USA,1,The Kentucky Fried Movie (1977),1977
2446778,T,USA,1,The Kid (1921),1921
2446782,T,USA,2,The Kid (2000),2000
2446984,T,USA,1,The Killer Shrews (1959),1959
2447022,T,USA,1,The Killing (1956),1956
2447027,T,UK,3,The Killing Fields (1984),1984
2447082,T,USA,3,The Killing of Sister George (1968),1968
2447114,T,USA,1,The Kindred (1987),1987
2447163,T,USA,3,The King and I (1956),1956
2447164,T,USA,1,The King and I (1999),1999
2447248,T,USA,2,The King of Marvin Gardens (1972),1972
2447823,T,USA,1,The Lady Eve (1941),1941
2447864,T,UK,2,The Lady Vanishes (1938),1938
2448078,T,UK,3,The Land Girls (1998),1998
2448577,T,USA,1,The Last Days (1998),1998
2448585,T,USA,3,The Last Days of Disco (1998),1998
2448629,T,USA,2,The Last Detail (1973),1973
2448671,T,other,3,The Last Emperor (1987),1987
2448908,T,USA,1,"The Last Klezmer: Leopold Kozlowski, His Life and Music (1994)",1994
2449148,T,USA,3,The Last Picture Show (1971),1971
2449330,T,France,2,The Last September (1999),1999
2449449,T,USA,0,The Last Supper (1914),1914
2449498,T,USA,3,The Last Temptation of Christ (1988),1988
2449525,T,USA,1,The Last Time I Committed Suicide (1997),1997
2449530,T,USA,3,The Last Time I Saw Paris (1954),1954
2449729,T,other,2,The Last of the High Kings (1996),1996
2449747,T,USA,3,The Last of the Mohicans (1992),1992
2450038,T,UK,3,The Lawnmower Man (1992),1992
2450051,T,USA,1,The Lay of the Land (1997),1997
2450102,T,UK,2,The Leading Man (1996),1996
2450394,T,USA,1,The Legend of Lobo (1962),1962
2450589,T,USA,1,The Leopard Son (1996),1996
2450945,T,USA,1,The Life and Times of Hank Greenberg (1998),1998
2451008,T,USA,3,The Life of Emile Zola (1937),1937
2451328,T,USA,1,The Limey (1999),1999
2451386,T,USA,1,The Line King: The Al Hirschfeld Story (1996),1996
2451456,T,USA,1,The Lion King (1994),1994
2451832,T,USA,1,The Little Mermaid (1989),1989
2451897,T,USA,1,The Little Princess (1939),1939
2451910,T,USA,1,The Little Rascals (1994),1994
2451959,T,USA,1,The Little Shop of Horrors (1960),1960
2452304,T,USA,3,The Locusts (1997),1997
2452309,T,UK,0,The Lodger (1898),1898
2452580,T,USA,3,The Long Goodbye (1973),1973
2452617,T,USA,3,The Long Kiss Goodnight (1996),1996
2452719,T,USA,2,The Long Walk Home (1990),1990
2452768,T,USA,3,The Longest Day (1962),1962
2452910,T,USA,3,The Lord of the Rings (1978),1978
2452938,T,USA,1,The Lord's of Flatbush (1974),1974
2452983,T,USA,2,The Loss of Sexual Innocence (1999),1999
2453256,T,France,2,The Lost Son (1999),1999
2453314,T,USA,2,The Lost Weekend (1945),1945
2453333,T,USA,3,The Lost World: Jurassic Park (1997),1997
2453421,T,USA,0,The Love Bug (1919),1919
2453494,T,USA,1,The Love Letter (1999),1999
2453747,T,USA,2,The Loves of Carmen (1948),1948
2453777,T,USA,2,The Low Life (1995),1995
2454098,T,other,1,The Machine (2002),2002
2454234,T,UK,2,The Madness of King George (1994),1994
2454636,T,USA,3,The Magnificent Seven (1960),1960
2455724,T,USA,2,The Maltese Falcon (1941),1941
2456019,T,USA,1,The Man Who Knew Too Little (1997),1997
2456020,T,UK,1,The Man Who Knew Too Much (1934),1934
2456021,T,USA,3,The Man Who Knew Too Much (1956),1956
2456181,T,UK,3,The Man Who Would Be King (1975),1975
2456218,T,USA,3,The Man Without a Face (1993),1993
2456265,T,USA,2,The Man from Down Under (1943),1943
2456292,T,USA,2,The Man from Laramie (1955),1955
2456443,T,UK,0,The Man in the Iron Mask (1928),1928
2456555,T,other,1,The Man with Rain in His Shoes (1998),1998
2456557,T,USA,1,The Man with Two Brains (1983),1983
2456585,T,USA,3,The Man with the Golden Arm (1955),1955
2456586,T,UK,3,The Man with the Golden Gun (1974),1974
2456637,T,USA,3,The Manchurian Candidate (1962),1962
2456741,T,UK,3,The Manxman (1929),1929
2456944,T,USA,1,The Mark of Zorro (1940),1940
2457168,T,USA,2,The Mask (1994),1994
2457188,T,USA,3,The Mask of Zorro (1998),1998
2457234,T,USA,1,The Masque of the Red Death (1964),1964
2457384,T,UK,1,The Match (1999),1999
2457395,T,other,2,The MatchMaker (1997),1997
2457441,T,USA,1,The Mating Habits of the Earthbound Human (1999),1999
2457464,T,USA,3,The Matrix (1999),1999
2458438,T,USA,2,The Mighty (1998),1998
2458457,T,USA,2,The Mighty Ducks (1992),1992
2458634,T,USA,1,The Million Dollar Duck (1971),1971
2458858,T,USA,3,The Minus Man (1999),1999
2458984,T,USA,3,The Mirror Has Two Faces (1996),1996
2459227,T,UK,3,The Mission (1986),1986
2459369,T,USA,1,The Mod Squad (1999),1999
2459443,T,USA,1,The Mole People (1956),1956
2459538,T,USA,1,The Money Pit (1986),1986
2459856,T,USA,2,The Morning After (1986),1986
2459965,T,USA,3,The Mosquito Coast (1986),1986
2460167,T,UK,1,The Mountain Eagle (1926),1926
2460382,T,USA,1,The Mummy (1932),1932
2460383,T,UK,1,The Mummy (1959),1959
2460384,T,USA,3,The Mummy (1999),1999
2460402,T,USA,1,The Mummy's Curse (1944),1944
2460404,T,USA,1,The Mummy's Ghost (1944),1944
2460406,T,USA,1,The Mummy's Hand (1940),1940
2460410,T,USA,1,The Mummy's Tomb (1942),1942
2460419,T,USA,1,The Muppet Christmas Carol (1992),1992
2460422,T,UK,1,The Muppet Movie (1979),1979
2460432,T,USA,1,The Muppets Take Manhattan (1984),1984
2460492,T,USA,2,The Muse (1999),1999
2461007,T,USA,1,The Myth of Fingerprints (1997),1997
2461085,T,USA,1,The Naked Gun 2½: The Smell of Fear (1991),1991
2461086,T,USA,1,The Naked Gun: From the Files of Police Squad! (1988),1988
2461096,T,USA,2,The Naked Man (1998),1998
2461289,T,USA,3,The Natural (1984),1984
2461385,T,other,1,The Navigator: A Mediaeval Odyssey (1988),1988
2461485,T,other,3,The Negotiator (1998),1998
2461549,T,UK,1,The Neon Bible (1995),1995
2461598,T,USA,3,The Net (1995),1995
2461618,T,other,0,The NeverEnding Story (1984),1984
2461620,T,USA,1,The Neverending Story II: The Next Chapter (1990),1990
2461621,T,other,2,The Neverending Story III (1994),1994
2461650,T,USA,3,The New Age (1994),1994
2462106,T,USA,3,The Newton Boys (1998),1998
2462112,T,USA,2,The Next Best Thing (2000),2000
2462153,T,USA,2,The Next Karate Kid (1994),1994
2462177,T,USA,2,The Next Step (1997),1997
2462304,T,USA,1,The Night Flier (1997),1997
2462408,T,USA,2,The Night Visitor (1971),1971
2462515,T,USA,1,The Nightmare Before Christmas (1993),1993
2462595,T,other,3,The Ninth Gate (1999),1999
2462958,T,USA,2,The Nutty Professor (1963),1963
2462959,T,USA,1,The Nutty Professor (1996),1996
2463037,T,USA,3,The Object of My Affection (1998),1998
2463128,T,USA,2,The Odd Couple (1968),1968
2463129,T,USA,2,The Odd Couple II (1998),1998
2463153,T,UK,3,The Odessa File (1974),1974
2463462,T,USA,1,The Old Man and the Sea (1958),1958
2463620,T,USA,2,The Omega Code (1999),1999
2463622,T,USA,2,The Omega Man (1971),1971
2463624,T,USA,3,The Omen (1976),1976
2463946,T,UK,1,The Opportunists (2000),2000
2463959,T,USA,2,The Opposite of Sex (1998),1998
2464197,T,USA,3,The Original Kings of Comedy (2000),2000
2464545,T,USA,3,The Other Sister (1999),1999
2464635,T,USA,1,The Out-of-Towners (1999),1999
2464684,T,USA,3,The Outlaw (1943),1943
2464699,T,USA,3,The Outlaw Josey Wales (1976),1976
2464777,T,USA,3,The Outsiders (1983),1983
2464994,T,USA,2,The Pagemaster (1994),1994
